building,split,date,method,solver_success,soc_violations,power_violations,simultaneous_charge_discharge_violations,soc_transition_violations,max_abs_soc_transition_error,initial_soc_error,terminal_soc_error,nan_or_inf_count
Hog_office_Rolando,validation,2017-11-30,q0.9_a0.5,True,0,0,0,0,4.888534022029489e-12,0.0,0.0,0
Hog_office_Rolando,validation,2017-11-02,q0.9_a1.0,True,0,0,0,0,4.206412995699793e-12,0.0,0.0,0
Hog_office_Rolando,validation,2017-11-03,q0.9_a1.0,True,0,0,0,0,2.0463630789890885e-12,0.0,0.0,0
Hog_office_Rolando,validation,2017-11-04,q0.9_a1.0,True,0,0,0,0,3.353761712787673e-12,0.0,0.0,0
Hog_office_Rolando,validation,2017-11-05,q0.9_a1.0,True,0,0,0,0,7.958078640513122e-13,0.0,0.0,0
Hog_office_Rolando,validation,2017-11-06,q0.9_a1.0,True,0,0,0,0,2.1600499167107046e-12,0.0,0.0,0
Hog_office_Rolando,validation,2017-11-07,q0.9_a1.0,True,0,0,0,0,9.094947017729282e-13,0.0,0.0,0
Hog_office_Rolando,validation,2017-11-08,q0.9_a1.0,True,0,0,0,0,5.5138116294983774e-12,0.0,0.0,0
Hog_office_Rolando,validation,2017-11-09,q0.9_a1.0,True,0,0,0,0,1.9326762412674725e-12,0.0,0.0,0
Hog_office_Rolando,validation,2017-11-10,q0.9_a1.0,True,0,0,0,0,5.059064278611913e-12,0.0,0.0,0
Hog_office_Rolando,validation,2017-11-11,q0.9_a1.0,True,0,0,0,0,1.4210854715202004e-12,0.0,0.0,0
Hog_office_Rolando,validation,2017-11-12,q0.9_a1.0,True,0,0,0,0,2.6147972675971687e-12,0.0,0.0,0
Hog_office_Rolando,validation,2017-11-13,q0.9_a1.0,True,0,0,0,0,2.3874235921539366e-12,0.0,0.0,0
Hog_office_Rolando,validation,2017-11-14,q0.9_a1.0,True,0,0,0,0,2.1600499167107046e-12,0.0,0.0,0
Hog_office_Rolando,validation,2017-11-15,q0.9_a1.0,True,0,0,0,0,4.376943252282217e-12,0.0,0.0,0
